,Overall Qual,Gr Liv Area,Exter Qual,Kitchen Qual,Total Bsmt SF,Garage Area,1st Flr SF,Bsmt Qual,Year Built,Garage Finish,Year Remod/Add,Fireplace Qu,Full Bath,Foundation_PConc,Mas Vnr Area,Heating QC,Neighborhood_NridgHt,BsmtFin SF 1,Bsmt Exposure,Mas Vnr Type_None,Garage Type_Detchd,Sale Type_New,Garage Type_Attchd,MS SubClass_C060,Foundation_CBlock,BsmtFin Type 1,Exterior 1st_VinylSd,Lot Frontage,Open Porch SF,Exterior 2nd_VinylSd,Wood Deck SF,Mas Vnr Type_Stone,Lot Area,Lot Shape,Paved Drive,Garage Qual,Bsmt Full Bath,Half Bath,MS Zoning_RM,Roof Style_Hip,Garage Cond,Neighborhood_NoRidge,Mas Vnr Type_BrkFace,Neighborhood_StoneBr,Roof Style_Gable,2nd Flr SF,MS SubClass_C030,Electrical,MS Zoning_RL,Garage Type_NA,Foundation_BrkTil,Bsmt Cond,Garage Type_BuiltIn,Sale Type_WD ,Land Contour_HLS,Neighborhood_OldTown,House Style_2Story,House Style_1.5Fin,Exterior 1st_Wd Sdng,Bsmt Unf SF,Neighborhood_NAmes,Neighborhood_IDOTRR,MS SubClass_C050,Neighborhood_Edwards,Exterior 2nd_Wd Sdng,Exterior 1st_CemntBd,Lot Config_CulDSac,Fence,Exterior 2nd_CmentBd,Neighborhood_Somerst,Exterior 1st_MetalSd,Exterior 2nd_MetalSd,Bedroom AbvGr,Enclosed Porch,Neighborhood_BrkSide,Screen Porch,Neighborhood_Sawyer,Exterior 1st_AsbShng,MS Zoning_C (all),Functional,Kitchen AbvGr,Condition 1_Artery,Foundation_Slab,Neighborhood_Timber,MS SubClass_C160,Exterior 1st_HdBoard,Condition 1_Feedr,Bldg Type_Twnhs,Neighborhood_MeadowV,Bldg Type_2fmCon,Condition 1_Norm,Exterior 2nd_AsbShng,MS SubClass_C190,Sale Type_COD,Condition 1_PosN,MS Zoning_FV,Bldg Type_1Fam,Bldg Type_Duplex,MS SubClass_C090,Exterior 2nd_HdBoard,MS SubClass_C120
1835,9,2643,4,4,2153.0,694.0,2069,4,2006,3,2006,4,2,1,772.0,4,1,0.0,3,0,0,0,0,1,0,1,1,105.0,84,1,414,0,13693,3,2,3,0.0,1,0,1,3,0,1,0,0,574,0,4,1,0,0,3,1,1,0,0,1,0,0,2153.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1836,8,1660,3,3,1660.0,660.0,1660,4,2007,3,2007,4,2,1,292.0,4,0,0.0,3,0,0,0,1,0,0,1,1,85.0,120,1,133,0,10625,3,2,3,0.0,0,0,0,3,0,1,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,0,1660.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1837,5,900,2,3,900.0,576.0,900,3,1951,1,2000,0,1,0,0.0,2,0,234.0,2,1,1,0,0,0,1,4,0,60.0,32,0,222,0,7200,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,1,180.0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1838,6,1229,2,2,561.0,462.0,561,4,1980,3,1980,3,1,0,0.0,2,0,0.0,1,1,0,0,1,0,1,1,0,24.0,0,0,154,0,1612,3,2,3,0.0,1,1,0,3,0,0,0,1,668,0,4,0,0,0,3,0,1,0,0,1,0,0,561.0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1839,7,1761,3,3,874.0,578.0,874,4,2007,3,2007,0,3,1,0.0,4,0,0.0,1,1,0,1,1,1,0,1,1,84.0,105,1,144,0,10207,3,2,3,0.0,0,0,0,3,0,0,0,1,887,0,4,0,0,0,3,0,0,0,0,1,0,0,874.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1840,8,1694,3,3,1694.0,776.0,1694,4,2008,2,2008,0,2,1,72.0,4,0,0.0,3,0,0,0,1,0,0,1,1,64.0,33,1,160,1,10475,2,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1694.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1841,5,1248,2,2,624.0,0.0,624,3,1920,0,1950,0,2,1,0.0,3,0,0.0,1,1,0,0,0,0,0,1,0,33.0,130,0,0,0,5976,3,0,0,0.0,0,1,1,0,0,0,0,0,624,0,3,0,1,0,3,0,1,0,1,1,0,1,624.0,0,0,0,0,1,0,0,0,0,0,0,0,2,256,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1842,5,835,2,2,458.0,366.0,835,3,1920,1,1950,0,1,0,0.0,1,0,108.0,1,1,0,0,0,0,0,5,0,85.0,0,0,0,0,10625,3,2,2,0.0,0,0,0,3,0,0,0,1,0,1,4,1,0,1,3,0,0,0,0,0,0,1,350.0,0,0,0,1,1,0,0,0,0,0,0,0,2,77,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1843,6,1953,3,3,1580.0,501.0,1079,4,1992,3,1992,2,2,1,0.0,4,0,985.0,3,1,0,0,1,1,0,6,0,69.0,231,0,216,0,53107,1,2,3,1.0,1,0,0,3,0,0,0,1,874,0,4,1,0,0,3,0,1,0,0,1,0,0,595.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1844,5,1173,2,2,592.0,240.0,933,3,1901,1,1950,0,2,0,0.0,2,0,0.0,1,1,1,0,0,0,1,1,0,40.0,25,0,0,0,5680,3,2,3,0.0,0,1,0,2,0,0,0,1,240,0,3,0,0,0,3,0,1,0,1,0,1,0,592.0,0,0,0,0,0,0,0,3,0,0,0,0,3,77,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1845,6,1215,2,2,1215.0,297.0,1215,3,1958,1,1998,0,1,0,176.0,2,0,585.0,1,0,0,0,1,0,1,3,0,66.0,0,0,0,0,12400,2,2,3,0.0,0,0,1,3,0,1,0,0,0,0,3,1,0,0,2,0,1,0,0,0,0,1,630.0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,234,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1846,6,912,2,3,912.0,288.0,912,3,1961,1,1996,0,1,0,0.0,3,0,832.0,2,1,1,0,0,0,1,6,0,65.0,0,0,168,0,6768,2,2,3,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,80.0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1847,6,904,3,2,884.0,180.0,904,3,1926,1,2004,0,1,1,0.0,3,0,0.0,1,1,1,0,0,0,0,1,0,50.0,0,0,0,0,6000,3,2,3,0.0,0,1,0,3,0,0,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,1,884.0,0,0,0,0,1,0,0,0,0,0,0,0,2,105,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1848,6,1750,2,2,983.0,423.0,983,4,1940,1,1985,0,2,0,0.0,4,0,660.0,2,1,0,0,1,0,1,5,1,75.0,0,1,245,0,12508,2,2,3,1.0,0,0,0,3,0,0,0,1,767,0,4,1,0,0,3,0,1,0,0,0,1,0,323.0,0,0,1,0,0,0,0,0,0,0,0,0,4,156,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1849,6,1593,2,2,839.0,398.0,864,3,2004,3,2004,3,2,1,0.0,4,0,759.0,1,1,0,0,1,1,0,6,1,62.0,75,1,100,0,7415,2,2,3,1.0,1,0,0,3,0,0,0,1,729,0,4,1,0,0,3,0,1,0,0,1,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1850,8,2202,3,3,1105.0,517.0,1105,5,1992,2,1993,3,2,1,309.0,4,0,335.0,1,0,0,0,1,1,0,6,1,88.0,65,1,0,0,11762,3,2,3,1.0,1,0,0,3,1,1,0,1,1097,0,4,1,0,0,3,0,1,0,0,1,0,0,770.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,144,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1851,7,1310,3,3,1310.0,400.0,1310,4,2005,3,2005,4,2,1,0.0,4,0,24.0,3,1,0,1,1,0,0,6,1,65.0,0,1,0,0,8767,2,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1286.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1852,4,948,2,2,948.0,280.0,948,3,1954,1,1954,3,1,0,0.0,4,0,732.0,1,1,1,0,0,0,1,3,0,60.0,36,0,0,0,8190,3,2,3,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,1,216.0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1853,8,1448,3,3,1372.0,692.0,1448,4,2006,2,2007,4,2,1,238.0,4,0,24.0,1,0,0,0,1,0,0,6,1,75.0,140,1,0,1,7500,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,0,1348.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1854,7,1533,2,3,1533.0,576.0,1533,4,1975,1,1975,3,2,0,0.0,2,0,655.0,4,1,0,0,1,0,1,5,0,62.0,54,0,200,0,70761,2,2,3,1.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,878.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1855,8,1565,3,3,1511.0,476.0,1565,4,2006,3,2007,0,2,1,36.0,4,0,60.0,1,0,0,1,1,0,0,6,1,32.0,120,1,0,1,3784,2,2,3,1.0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1451.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1856,5,1060,2,2,1040.0,572.0,1060,4,1976,1,1976,3,1,1,0.0,2,0,840.0,1,1,0,0,1,0,0,6,0,44.0,110,0,100,0,4224,3,2,3,1.0,0,1,0,3,0,0,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,0,200.0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1857,5,990,2,2,990.0,672.0,990,4,1994,1,1995,0,1,1,0.0,4,0,686.0,1,1,1,0,0,0,0,6,1,57.0,0,1,0,0,9245,1,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,304.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1858,8,1787,3,3,1753.0,748.0,1787,4,2001,2,2002,3,2,1,178.0,4,0,0.0,4,0,0,0,1,0,0,1,1,69.0,150,1,198,0,14781,1,2,3,0.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1753.0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1859,3,1040,2,2,0.0,400.0,1040,0,1950,1,1950,0,2,0,0.0,1,0,0.0,0,1,1,0,0,0,0,0,0,60.0,0,0,0,0,8544,3,2,3,0.0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1860,5,1089,2,2,1089.0,252.0,1089,4,1954,2,1954,4,1,0,0.0,2,0,173.0,1,1,1,0,0,0,1,4,0,62.0,0,0,328,0,7440,3,1,3,1.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,1,916.0,0,0,0,1,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1861,4,861,2,2,861.0,288.0,861,2,1920,1,1950,0,1,0,0.0,2,0,0.0,1,1,1,0,0,0,0,1,0,62.0,0,0,0,0,7404,3,0,3,0.0,0,1,0,3,0,0,0,1,0,1,4,0,0,1,3,0,0,0,1,0,0,0,861.0,0,0,0,0,0,0,0,0,0,0,1,1,2,128,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1862,5,1296,2,1,1107.0,260.0,1296,3,1924,1,1999,4,2,0,203.0,1,0,133.0,2,0,1,0,0,0,0,3,0,67.0,0,1,0,0,4853,3,2,3,0.0,0,0,0,3,0,1,0,1,0,1,3,1,0,1,3,0,1,0,0,0,0,0,974.0,0,0,0,0,0,0,0,3,0,0,1,0,2,36,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1863,7,1720,3,3,1720.0,527.0,1720,4,1996,3,1996,3,2,1,338.0,4,0,919.0,1,0,0,0,1,0,0,6,1,59.0,56,1,240,0,10593,2,2,3,1.0,0,0,1,3,1,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,801.0,0,0,0,0,0,0,0,0,0,0,0,0,3,154,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1864,7,1479,3,3,725.0,484.0,725,4,1981,2,2003,3,2,0,306.0,4,0,321.0,1,0,0,0,1,1,1,5,0,78.0,72,0,167,0,12090,3,2,3,0.0,1,0,0,3,0,1,0,1,754,0,4,1,0,0,3,0,1,0,0,1,0,0,404.0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1865,5,1040,2,2,1040.0,264.0,1040,3,1966,2,1966,0,1,0,442.0,2,0,249.0,3,0,0,0,1,0,1,3,0,69.0,90,0,0,0,11677,2,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,30.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1866,9,2172,3,4,1519.0,687.0,1533,5,2000,2,2000,3,2,1,295.0,4,0,0.0,2,0,0,0,0,1,0,1,1,69.0,153,1,162,0,11000,3,2,3,0.0,1,0,1,3,1,1,0,0,639,0,4,1,0,0,3,1,1,0,0,1,0,0,1519.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1867,6,972,2,2,972.0,240.0,972,3,1948,1,2002,4,1,0,0.0,4,0,680.0,1,1,1,0,0,0,1,5,1,50.0,0,1,0,0,8000,3,2,3,1.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,292.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1868,6,1456,2,3,728.0,400.0,728,4,2005,3,2005,0,2,1,0.0,4,0,0.0,1,1,0,0,1,1,0,1,1,51.0,24,1,100,0,8029,2,2,3,0.0,1,0,0,3,0,0,0,1,728,0,4,1,0,0,3,0,1,0,0,1,0,0,728.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1869,5,1728,2,2,1048.0,576.0,1728,3,1956,1,1956,4,2,0,70.0,1,0,625.0,1,0,1,0,0,0,1,4,0,69.0,99,0,0,0,13495,2,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,1,222.0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1870,5,1221,2,2,784.0,392.0,949,3,1924,1,1950,0,1,0,0.0,3,0,392.0,1,1,0,0,1,0,0,4,0,60.0,0,0,0,0,9738,3,2,3,1.0,0,0,0,3,0,0,0,1,272,0,4,1,0,1,3,0,1,0,0,0,1,0,392.0,0,0,1,1,0,0,0,0,0,0,0,0,4,236,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1871,7,1749,3,3,842.0,515.0,856,4,1999,2,1999,0,2,1,0.0,4,0,500.0,1,1,0,0,1,1,0,6,1,68.0,85,1,140,0,9272,2,2,3,0.0,1,0,0,3,0,0,0,1,893,0,4,1,0,0,3,0,1,0,0,1,0,0,342.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1872,9,1577,4,4,1577.0,564.0,1577,5,2005,2,2005,4,2,1,394.0,4,1,848.0,1,0,0,0,1,0,0,6,0,48.0,39,0,203,0,7841,2,2,3,1.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,729.0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1873,7,1474,2,2,384.0,400.0,804,4,1995,3,1996,3,2,1,22.0,3,0,0.0,1,0,0,0,0,0,0,1,0,69.0,72,0,120,0,8530,2,2,3,0.0,1,0,0,3,0,1,0,1,670,0,4,1,0,0,3,1,1,0,0,0,0,0,384.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1874,6,1671,2,2,781.0,423.0,781,4,1995,3,1995,3,2,1,0.0,3,0,0.0,1,1,0,0,1,1,0,1,0,69.0,84,0,0,0,13041,1,2,3,0.0,1,0,0,3,0,0,0,1,890,0,4,1,0,0,3,0,1,0,0,1,0,0,781.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1875,3,2034,2,2,0.0,1041.0,2034,0,1953,2,1953,0,1,0,0.0,4,0,0.0,0,1,0,0,0,0,1,0,0,200.0,266,0,483,0,43500,3,0,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1876,7,2009,2,2,989.0,400.0,1245,3,1939,1,1950,4,2,0,0.0,2,0,300.0,2,1,1,0,0,0,0,3,0,52.0,20,0,0,0,6240,3,2,3,0.0,0,1,0,3,0,0,0,1,764,0,4,0,0,1,3,0,1,0,0,0,1,1,449.0,0,0,1,0,1,0,0,3,0,0,0,0,4,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1877,5,1100,2,2,1100.0,462.0,1100,4,1996,2,1996,0,1,1,0.0,4,0,0.0,1,1,0,0,1,0,0,1,1,95.0,0,1,0,0,13015,3,2,3,0.0,1,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1878,5,1728,2,2,1728.0,560.0,1728,3,1976,1,1976,0,2,0,0.0,2,0,1606.0,1,1,1,0,0,0,1,5,0,63.0,0,0,0,0,9297,3,2,3,2.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,122.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1879,6,1600,2,2,916.0,460.0,916,4,1997,3,1997,3,2,1,0.0,3,0,0.0,3,1,0,0,1,1,0,1,1,57.0,38,1,100,0,8773,2,2,3,0.0,1,0,0,3,0,0,0,1,684,0,4,1,0,0,3,0,1,1,0,1,0,0,916.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1880,5,1125,2,2,1125.0,430.0,1125,4,2006,1,2007,0,1,1,0.0,3,0,0.0,1,1,0,1,1,0,0,1,1,74.0,64,1,80,0,8536,3,2,3,0.0,1,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1125.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1881,7,1391,3,3,1391.0,530.0,1391,4,2004,2,2004,0,2,1,0.0,4,0,16.0,2,1,0,0,1,0,0,6,0,59.0,158,0,156,0,4282,1,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,0,1375.0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1882,7,1995,3,3,854.0,435.0,864,4,2002,3,2002,4,2,1,0.0,4,0,574.0,1,1,0,0,0,1,0,6,1,69.0,48,1,264,0,8740,2,2,3,0.0,1,0,0,3,0,0,0,1,1131,0,4,1,0,0,3,1,1,0,0,1,0,0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1883,6,1456,3,3,728.0,390.0,728,4,2005,3,2006,4,2,1,0.0,4,0,0.0,1,1,0,1,1,1,0,1,1,65.0,24,1,0,0,10237,3,2,3,0.0,1,0,0,3,0,0,0,1,728,0,4,1,0,0,3,0,0,0,0,1,0,0,728.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1884,6,1426,2,2,690.0,440.0,698,3,1977,3,1977,0,1,0,140.0,2,0,535.0,1,0,0,0,1,1,1,4,0,75.0,0,0,252,0,7950,2,2,3,0.0,1,0,1,3,0,1,0,0,728,0,4,1,0,0,3,0,1,0,0,1,0,0,155.0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1886,7,1682,2,2,1304.0,530.0,1682,3,1970,1,1970,4,2,1,288.0,3,0,0.0,1,0,0,0,1,0,0,1,0,80.0,0,0,98,0,10400,3,2,3,0.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1304.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1887,7,1277,2,2,1277.0,526.0,1277,3,1970,1,1970,1,1,0,0.0,2,0,778.0,4,1,0,0,1,0,1,6,0,85.0,0,0,0,0,10628,3,2,3,1.0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,4,0,1,0,0,0,0,0,499.0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,176,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1888,6,1456,2,2,855.0,440.0,855,4,1976,1,1976,3,2,0,0.0,2,0,566.0,1,1,0,0,1,0,1,5,0,24.0,0,0,87,0,2280,3,2,3,0.0,1,0,0,3,0,0,0,1,601,0,4,1,0,0,3,0,1,0,0,1,0,0,289.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1889,5,2228,2,2,0.0,720.0,1114,0,1979,1,1979,0,2,0,0.0,2,0,0.0,0,1,1,0,0,0,0,0,0,64.0,0,0,73,0,7018,3,2,3,0.0,0,0,0,3,0,0,0,1,1114,0,4,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1890,6,1217,2,2,626.0,288.0,626,4,1980,2,1980,3,1,0,0.0,2,0,0.0,1,1,0,0,1,0,1,1,0,75.0,28,0,0,0,10762,3,2,3,0.0,1,0,0,3,0,0,0,1,591,0,4,1,0,0,3,0,1,0,0,1,0,0,626.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1891,5,1090,2,2,1090.0,450.0,1090,5,2005,3,2006,0,1,1,0.0,3,0,980.0,1,1,0,0,1,0,0,5,1,60.0,49,1,0,0,7024,3,2,3,1.0,1,0,0,3,0,0,0,1,0,0,4,1,0,0,4,0,1,0,0,0,0,0,110.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1892,5,1456,2,2,810.0,280.0,1002,2,1948,1,1950,3,1,0,0.0,1,0,0.0,2,1,1,0,0,0,1,1,0,50.0,0,0,0,0,7585,3,1,3,1.0,0,0,0,3,0,0,0,1,454,0,3,1,0,0,2,0,1,0,0,0,1,0,810.0,0,0,1,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
