,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type
1740,C020,RL,69.0,9830,2,Lvl,3,Corner,2,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,1,5,72.0,3,258.0,733.0,1063.0,4,4,1287,0,0,1287,1.0,0.0,1,0,3,1,3,7,4,Detchd,3,576.0,3,3,2,364,17,0,0,182,0,0,0,3,2010,WD 
1741,C020,FV,69.0,4403,1,Lvl,3,Inside,2,Somerst,Norm,1Fam,1Story,7,5,2009,2009,Gable,MetalSd,MetalSd,Stone,432.0,4,2,PConc,5,3,3,6,578.0,1,0.0,892.0,1470.0,4,4,1478,0,0,1478,1.0,0.0,2,1,2,1,3,7,4,Attchd,3,484.0,3,3,2,0,144,0,0,0,0,0,0,6,2010,New
1742,C060,RL,69.0,8174,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,494.0,1,0.0,204.0,698.0,4,4,698,644,0,1342,1.0,0.0,2,1,3,1,3,7,3,Attchd,3,393.0,3,3,2,100,56,0,0,0,0,0,0,5,2009,WD 
1743,C030,RM,60.0,7200,3,Lvl,3,Corner,2,OldTown,Norm,1Fam,1Story,5,7,1940,1992,Gable,MetalSd,MetalSd,Stone,294.0,2,3,CBlock,3,3,1,4,510.0,1,0.0,278.0,788.0,2,4,804,0,0,804,1.0,0.0,1,0,2,1,3,7,4,Attchd,1,240.0,3,3,2,0,0,154,0,0,0,3,0,2,2010,WD 
1744,C060,RL,69.0,7590,3,Lvl,3,Inside,2,NAmes,PosN,1Fam,2Story,5,5,1962,1962,Gable,VinylSd,VinylSd,BrkFace,288.0,2,2,CBlock,3,3,1,5,540.0,1,0.0,324.0,864.0,2,4,876,936,0,1812,0.0,0.0,2,0,4,1,2,7,3,Attchd,2,264.0,3,3,2,0,168,0,0,0,0,0,0,7,2007,WD 
1745,C060,RL,69.0,8795,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,300.0,1,0.0,652.0,952.0,4,4,980,1276,0,2256,0.0,0.0,2,1,4,1,3,7,3,BuiltIn,3,554.0,3,3,2,224,54,0,0,0,0,0,0,4,2009,WD 
1746,C120,RM,44.0,3843,2,HLS,3,Inside,1,Crawfor,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CemntBd,CmentBd,Stone,186.0,4,2,PConc,5,3,4,6,1476.0,1,0.0,120.0,1596.0,4,4,1648,0,0,1648,1.0,1.0,2,0,2,1,4,7,4,Attchd,3,525.0,3,3,2,162,53,0,153,0,0,0,0,8,2008,New
1747,C060,RL,85.0,11075,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,3,2,5,500.0,2,276.0,176.0,952.0,2,4,1092,1020,0,2112,0.0,0.0,2,1,4,1,2,7,4,Attchd,1,576.0,3,3,2,280,0,0,0,0,0,0,0,6,2008,WD 
1748,C060,RL,76.0,10142,2,Lvl,3,Inside,2,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,656.0,1,0.0,300.0,956.0,4,4,956,1128,0,2084,1.0,0.0,2,1,4,1,3,7,0,BuiltIn,2,618.0,3,3,2,0,45,0,0,0,0,0,0,1,2010,WD 
1749,C030,RM,56.0,7741,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,1Story,6,5,1924,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,2,1,4,143.0,3,72.0,817.0,1032.0,3,3,1032,0,0,1032,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,280.0,3,3,2,0,0,112,0,0,0,3,0,6,2006,COD
1750,C060,RL,65.0,8139,3,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,VinylSd,VinylSd,BrkFace,119.0,2,2,PConc,4,3,1,5,476.0,1,0.0,204.0,680.0,3,4,680,790,0,1470,0.0,0.0,2,1,3,1,2,7,3,BuiltIn,3,420.0,3,3,2,192,49,0,0,0,0,0,0,10,2008,WD 
1751,C020,RL,45.0,8982,2,Lvl,3,CulDSac,2,CollgCr,Norm,1Fam,1Story,5,5,1977,1977,Gable,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3,3,5,539.0,1,0.0,501.0,1040.0,2,4,1040,0,0,1040,0.0,0.0,1,1,3,1,2,7,0,Detchd,1,748.0,3,3,2,0,0,0,0,0,0,3,0,1,2007,WD 
1752,C045,RM,51.0,6120,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,AsbShng,AsbShng,None,0.0,3,2,BrkTil,3,3,1,1,0.0,1,0.0,884.0,884.0,4,4,884,0,0,884,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,240.0,3,3,2,0,0,136,0,0,0,3,0,7,2007,WD 
1753,C020,RL,70.0,16561,1,Low,3,Inside,1,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,5,549.0,1,0.0,548.0,1097.0,4,4,1097,0,0,1097,1.0,0.0,1,1,3,1,2,7,0,Attchd,1,242.0,3,3,2,306,0,0,0,0,0,4,0,7,2007,WD 
1754,C030,RL,56.0,4060,3,Lvl,3,Corner,2,Edwards,Feedr,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,2,3,1,1,0.0,1,0.0,864.0,864.0,4,4,864,0,0,864,0.0,0.0,1,0,2,1,2,7,0,NA,0,0.0,0,0,2,0,96,0,0,0,0,0,0,7,2009,WD 
1755,C160,RL,24.0,2308,3,Lvl,3,FR2,2,NPkVill,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,286.0,2,294.0,275.0,855.0,3,4,855,601,0,1456,0.0,0.0,2,1,4,1,2,7,0,Attchd,2,460.0,3,3,2,0,0,0,0,0,0,0,0,5,2008,WD 
1756,C050,RM,52.0,6240,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,816.0,816.0,2,4,816,0,360,1176,0.0,0.0,1,0,3,1,2,7,4,Detchd,1,528.0,3,3,2,112,0,0,0,0,0,3,400,9,2006,WD 
1757,C020,RL,69.0,8789,2,Lvl,3,Inside,2,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Gable,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,2,3,659.0,1,0.0,253.0,912.0,2,4,941,0,0,941,0.0,0.0,1,0,3,1,2,7,1,Attchd,1,288.0,3,3,2,64,0,0,0,0,0,0,0,6,2006,WD 
1758,C120,RM,64.0,5587,2,HLS,3,Inside,1,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CemntBd,CmentBd,Stone,186.0,4,2,PConc,5,3,4,6,1480.0,1,0.0,120.0,1600.0,4,4,1652,0,0,1652,1.0,1.0,2,0,2,1,3,7,4,Attchd,3,482.0,3,3,2,162,53,0,153,0,0,0,0,11,2008,New
1759,C070,RL,66.0,9042,3,Lvl,3,Inside,2,Crawfor,Norm,1Fam,2Story,7,9,1941,2006,Gable,CemntBd,CmentBd,None,0.0,4,3,Stone,3,4,1,6,275.0,1,0.0,877.0,1152.0,4,4,1188,1152,0,2340,0.0,0.0,2,0,4,1,3,7,4,Attchd,2,252.0,3,3,2,0,60,0,0,0,0,4,2500,5,2010,WD 
1760,C080,RL,57.0,8923,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,SLvl,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,189.0,1,0.0,195.0,384.0,3,4,751,631,0,1382,0.0,0.0,2,1,3,1,2,7,3,BuiltIn,3,396.0,3,3,2,256,0,0,0,0,0,0,0,2,2009,WD 
1761,C020,RL,75.0,12518,2,Lvl,3,Inside,2,Mitchel,Norm,1Fam,1Story,5,7,1968,1968,Gable,HdBoard,HdBoard,BrkFace,182.0,2,2,CBlock,3,3,1,5,532.0,1,0.0,476.0,1008.0,3,4,1008,0,0,1008,0.0,0.0,1,0,3,1,3,7,0,Attchd,1,384.0,3,3,2,144,0,0,0,0,0,3,0,4,2009,WD 
1762,C060,RL,85.0,11069,3,Lvl,3,Corner,2,CollgCr,Norm,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,608.0,608.0,4,4,608,788,0,1396,0.0,0.0,2,1,3,1,3,7,4,BuiltIn,3,440.0,3,3,2,100,36,0,0,0,0,0,0,7,2009,WD 
1763,C060,RL,80.0,8800,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,2Story,6,7,1964,1997,Gable,MetalSd,MetalSd,BrkFace,306.0,2,3,CBlock,3,3,1,5,414.0,1,0.0,431.0,845.0,4,4,845,1309,0,2154,0.0,0.0,2,1,5,1,2,7,4,Attchd,2,539.0,3,3,2,0,0,0,0,161,0,3,0,7,2007,WD 
1764,C060,RL,96.0,13262,2,Lvl,3,Inside,2,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,Gable,VinylSd,VinylSd,Stone,186.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1082.0,1082.0,4,4,1105,1295,0,2400,0.0,0.0,3,1,4,1,3,7,4,BuiltIn,3,730.0,3,3,2,114,40,0,0,0,0,0,0,6,2009,WD 
1765,C050,RM,69.0,7758,3,Lvl,3,Corner,2,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,600.0,2,1,PConc,3,3,1,2,224.0,1,0.0,816.0,1040.0,4,2,1226,592,0,1818,0.0,0.0,1,1,4,1,2,7,3,Detchd,1,240.0,3,3,2,0,0,0,0,184,0,0,0,6,2007,WD 
1766,C020,RL,43.0,12118,2,Lvl,3,CulDSac,2,Mitchel,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,Stone,108.0,3,2,PConc,5,3,2,1,0.0,1,0.0,1710.0,1710.0,4,4,1710,0,0,1710,0.0,0.0,2,0,3,1,3,7,4,Attchd,3,550.0,3,3,2,100,48,0,0,180,0,0,0,4,2009,WD 
1767,C020,RL,80.0,9600,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,6,1955,1955,Hip,HdBoard,HdBoard,BrkFace,176.0,2,3,CBlock,3,3,1,4,368.0,1,0.0,710.0,1078.0,4,4,1150,0,0,1150,1.0,0.0,1,0,2,1,2,7,0,Attchd,3,288.0,3,3,2,0,0,0,0,175,0,3,0,10,2007,WD 
1768,C060,RL,100.0,9500,3,Lvl,3,Corner,2,NAmes,Artery,1Fam,2Story,6,6,1964,1978,Gable,VinylSd,VinylSd,BrkCmn,272.0,2,2,CBlock,3,3,1,3,442.0,1,0.0,374.0,816.0,2,4,1127,850,0,1977,0.0,1.0,1,1,4,1,2,7,3,Attchd,2,540.0,3,3,2,0,52,0,0,0,0,4,0,6,2007,WD 
1769,C120,RL,50.0,7175,3,Lvl,3,Inside,2,SawyerW,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,Plywood,ImStucc,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1332.0,1332.0,3,4,1332,0,0,1332,0.0,0.0,2,0,2,1,3,7,0,Attchd,2,542.0,3,3,2,0,60,0,0,0,0,0,0,2,2009,WD 
1770,C020,RL,69.0,11200,2,Lvl,3,CulDSac,2,Edwards,Norm,1Fam,1Story,5,3,1964,1964,Gable,Wd Sdng,Wd Sdng,None,0.0,2,1,CBlock,3,3,2,1,0.0,1,0.0,1250.0,1250.0,4,4,1298,0,0,1298,0.0,0.0,2,0,3,1,2,7,0,Detchd,1,504.0,3,2,0,0,144,0,0,0,0,0,0,6,2010,COD
1771,C020,RL,110.0,14226,3,Lvl,3,Corner,2,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,375.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1935.0,1935.0,3,4,1973,0,0,1973,0.0,0.0,2,0,3,1,3,7,4,Attchd,3,895.0,3,3,2,315,45,0,0,0,0,0,0,7,2007,New
1772,C160,RM,24.0,2760,3,Lvl,3,Inside,2,BrDale,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,514.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,525.0,525.0,2,4,525,567,0,1092,0.0,0.0,1,1,3,1,2,7,0,Detchd,1,440.0,3,3,2,0,0,0,0,0,0,0,0,12,2006,WD 
1773,C060,RL,85.0,11050,3,Lvl,3,Inside,2,Mitchel,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,615.0,1,0.0,434.0,1049.0,4,4,1036,880,0,1916,1.0,0.0,2,1,3,1,3,7,3,Attchd,1,741.0,3,3,2,0,70,0,0,0,0,0,0,5,2010,WD 
1774,C020,RL,60.0,7200,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,3,1950,1950,Gable,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,1,2,432.0,1,0.0,432.0,864.0,1,3,1238,0,0,1238,0.0,0.0,1,1,3,1,2,5,3,Attchd,1,357.0,3,3,2,0,171,0,0,0,0,0,0,11,2007,WD 
1775,C060,RL,79.0,12420,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,666.0,1,0.0,278.0,944.0,4,4,944,896,0,1840,1.0,0.0,2,1,3,1,3,7,0,Attchd,2,622.0,3,3,2,0,45,0,0,0,0,0,0,6,2009,WD 
1776,C070,RM,51.0,6120,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,2,1,0.0,1,0.0,939.0,939.0,4,4,939,574,0,1513,0.0,0.0,1,1,4,1,2,7,0,Detchd,1,180.0,2,2,0,24,0,150,0,0,0,0,0,5,2007,WD 
1777,C030,RL,55.0,7111,2,Bnk,3,Inside,2,BrkSide,Norm,1Fam,1Story,5,7,1928,1983,Gable,WdShing,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,2,406.0,4,273.0,329.0,1008.0,2,4,1143,0,0,1143,0.0,0.0,1,0,2,1,2,7,1,Detchd,1,288.0,3,3,2,265,0,0,0,0,0,4,0,7,2008,WD 
1778,C080,RL,66.0,19255,2,Lvl,3,Inside,2,SawyerW,Norm,1Fam,SLvl,6,5,1983,1983,Gable,Wd Sdng,Wd Sdng,BrkFace,100.0,3,2,CBlock,4,3,3,3,70.0,6,450.0,0.0,520.0,3,4,1338,0,0,1338,0.0,0.0,1,1,2,1,3,5,1,Attchd,1,576.0,3,3,2,0,0,0,0,0,0,0,600,9,2009,WD 
1779,C020,RL,70.0,8120,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,5,191.0,1,0.0,673.0,864.0,4,4,864,0,0,864,0.0,0.0,1,0,3,1,2,7,0,Detchd,1,463.0,3,3,2,0,0,0,0,0,0,0,0,7,2009,WD 
1780,C060,RL,92.0,11952,3,Lvl,3,Inside,2,NWAmes,PosA,1Fam,2Story,7,6,1977,1977,Mansard,WdShing,Plywood,None,0.0,2,2,CBlock,4,3,1,1,0.0,1,0.0,808.0,808.0,2,4,1161,808,0,1969,0.0,0.0,2,1,3,1,2,7,4,Attchd,2,534.0,3,3,2,0,0,0,0,276,0,0,0,11,2007,WD 
1781,C020,RL,43.0,3182,3,Lvl,3,Inside,2,Blmngtn,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,16.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1266.0,1266.0,4,4,1266,0,0,1266,0.0,0.0,2,0,2,1,3,7,4,Attchd,3,388.0,3,3,2,100,16,0,0,0,0,0,0,3,2008,WD 
1782,C070,RL,51.0,9842,3,Lvl,3,Inside,2,SWISU,Feedr,1Fam,2Story,5,6,1921,1998,Gable,MetalSd,Wd Sdng,None,0.0,2,2,BrkTil,3,2,1,1,0.0,1,0.0,612.0,612.0,4,4,990,1611,0,2601,0.0,0.0,3,1,4,1,2,7,0,BuiltIn,2,621.0,3,3,2,183,0,301,0,0,0,0,0,5,2008,WD 
1783,C020,RL,69.0,8020,2,Lvl,3,Inside,2,Sawyer,Norm,1Fam,1Story,5,6,1964,1964,Gable,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,5,644.0,1,0.0,268.0,912.0,2,4,912,0,0,912,0.0,0.0,1,0,3,1,2,7,0,NA,0,0.0,0,0,2,0,0,0,0,0,0,2,0,4,2006,WD 
1784,C020,RL,69.0,11341,2,Lvl,3,Inside,2,Sawyer,Norm,1Fam,1Story,5,6,1957,1996,Hip,Wd Sdng,Wd Sdng,BrkFace,180.0,2,2,CBlock,4,3,1,5,1302.0,1,0.0,90.0,1392.0,2,4,1392,0,0,1392,1.0,0.0,1,1,3,1,2,4,4,Detchd,1,528.0,3,3,2,0,0,0,0,95,0,0,0,5,2010,WD 
1785,C090,RL,76.0,12436,3,Lvl,3,Inside,2,NAmes,Norm,Duplex,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1824.0,1824.0,1,3,1824,0,0,1824,0.0,0.0,2,0,5,2,2,7,0,Detchd,1,484.0,3,3,2,0,0,0,0,0,0,0,0,1,2008,WD 
1786,C060,RL,75.0,12192,2,Lvl,3,Inside,2,CollgCr,Norm,1Fam,2Story,7,5,2000,2001,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,663.0,1,0.0,265.0,928.0,4,4,928,895,0,1823,1.0,0.0,2,1,3,1,3,7,0,Attchd,2,626.0,3,3,2,192,36,0,0,0,0,0,4500,5,2008,WD 
1787,C120,RM,44.0,3842,2,HLS,3,Inside,1,Crawfor,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,186.0,3,2,PConc,5,3,4,6,1564.0,1,0.0,30.0,1594.0,4,4,1646,0,0,1646,1.0,1.0,2,0,2,1,3,7,4,Attchd,3,525.0,3,3,2,128,53,0,0,155,0,0,0,12,2006,WD 
1788,C160,RM,21.0,1936,3,Lvl,3,Inside,2,MeadowV,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CemntBd,CmentBd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,546.0,546.0,3,4,546,546,0,1092,0.0,0.0,1,1,3,1,2,7,0,NA,0,0.0,0,0,2,0,0,0,0,0,0,0,0,6,2006,WD 
1789,C090,RL,74.0,13101,2,Lvl,3,Inside,2,NAmes,Norm,Duplex,1Story,5,5,1965,1965,Gable,HdBoard,HdBoard,BrkFace,108.0,2,2,CBlock,3,3,1,2,231.0,1,0.0,1497.0,1728.0,2,4,1728,0,0,1728,0.0,0.0,2,0,6,2,2,7,0,Detchd,1,576.0,3,3,2,0,0,0,0,0,0,0,0,11,2008,WD 
1790,C020,RL,67.0,9808,2,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,3,2,PConc,4,3,1,6,788.0,1,0.0,785.0,1573.0,4,4,1573,0,0,1573,1.0,0.0,2,0,3,1,3,7,0,Attchd,2,544.0,3,3,2,0,72,0,0,0,0,0,0,3,2009,WD 
1791,C090,RL,69.0,8145,2,HLS,3,Corner,2,Crawfor,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,2,246.0,1,0.0,674.0,920.0,4,4,1240,1240,0,2480,0.0,0.0,2,1,5,2,2,7,4,Detchd,1,400.0,3,3,2,0,0,57,0,0,0,0,0,7,2009,WD 
1792,C020,RL,73.0,17227,1,Lvl,3,CulDSac,1,CollgCr,Norm,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,158.0,3,2,PConc,4,3,4,6,915.0,1,0.0,426.0,1341.0,4,4,1341,0,0,1341,1.0,0.0,1,1,1,1,3,7,3,Attchd,2,482.0,3,3,2,240,84,0,0,0,0,0,0,1,2007,WD 
1793,C070,C (all),60.0,5280,3,Lvl,3,Corner,2,IDOTRR,Feedr,1Fam,2Story,4,7,1895,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,Stone,1,2,1,1,0.0,1,0.0,173.0,173.0,4,4,825,536,0,1361,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,185.0,2,3,2,0,123,0,0,0,0,0,0,7,2008,WD 
1794,C050,RL,89.0,11792,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,744.0,744.0,4,2,792,328,0,1120,0.0,0.0,1,0,2,1,1,7,0,Detchd,1,480.0,3,2,1,0,0,0,0,160,0,0,0,6,2010,WD 
1795,C120,RL,40.0,3876,2,Lvl,3,Inside,2,Greens,Norm,Twnhs,1Story,8,5,1978,1978,Gable,Wd Sdng,Plywood,None,0.0,3,2,CBlock,4,3,4,6,652.0,3,526.0,48.0,1226.0,2,4,1226,0,0,1226,1.0,0.0,1,0,1,1,3,7,3,Attchd,3,484.0,3,3,2,133,60,0,0,0,0,0,0,7,2006,WD 
1796,C060,RL,107.0,13891,3,Lvl,3,Inside,2,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424.0,4,2,PConc,5,3,4,1,0.0,1,0.0,1734.0,1734.0,4,4,1734,1088,0,2822,0.0,0.0,3,1,4,1,4,7,4,BuiltIn,2,1020.0,3,3,2,52,170,0,0,192,0,0,0,1,2009,New
1797,C030,RM,50.0,6000,3,Lvl,3,Inside,2,OldTown,Artery,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,None,0.0,2,3,BrkTil,3,3,1,4,397.0,1,0.0,706.0,1103.0,3,4,1103,0,0,1103,0.0,0.0,1,0,2,1,3,7,4,Detchd,1,440.0,3,3,2,166,120,0,0,0,0,3,0,7,2006,WD 
1798,C020,RL,80.0,8240,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,6,6,1960,1960,Hip,HdBoard,HdBoard,Stone,198.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1179.0,1179.0,3,4,1179,0,0,1179,0.0,0.0,1,0,2,1,2,5,0,Attchd,3,622.0,3,3,1,0,0,0,0,0,0,4,0,6,2007,WD 
1799,C020,RL,50.0,9405,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,5,9,1947,2008,Hip,VinylSd,VinylSd,None,0.0,2,4,CBlock,3,3,1,1,0.0,1,0.0,698.0,698.0,4,4,698,0,0,698,0.0,1.0,1,0,2,1,2,7,0,NA,0,0.0,0,0,2,0,200,0,0,0,0,0,0,6,2009,WD 
1800,C060,RL,85.0,10625,3,Lvl,3,Inside,2,NridgHt,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,292.0,3,2,PConc,4,3,1,6,866.0,1,0.0,132.0,998.0,4,4,1006,1040,0,2046,1.0,0.0,2,1,3,1,3,7,4,BuiltIn,2,871.0,3,3,2,320,62,0,0,0,0,0,0,8,2008,WD 
1801,C060,RL,70.0,9247,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318.0,2,2,CBlock,3,3,1,3,319.0,1,0.0,539.0,858.0,4,4,858,858,0,1716,0.0,0.0,1,1,4,1,2,7,4,Attchd,3,490.0,3,3,2,0,84,0,0,120,0,0,0,3,2008,WD 
1802,C060,RL,96.0,10628,2,Lvl,3,Corner,2,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,4,1,0.0,1,0.0,835.0,835.0,4,4,871,941,0,1812,0.0,0.0,2,1,3,1,3,7,0,BuiltIn,2,478.0,3,3,2,146,91,0,0,0,0,0,0,1,2009,WD 
1803,C020,RL,69.0,11000,1,Lvl,3,Corner,2,Mitchel,Norm,1Fam,1Story,5,6,1976,2003,Gable,Plywood,Plywood,None,0.0,2,2,PConc,4,3,1,2,1090.0,1,0.0,0.0,1090.0,2,4,1178,0,0,1178,1.0,0.0,1,1,3,1,2,7,0,Attchd,1,502.0,3,3,2,0,44,0,0,88,0,3,0,6,2007,WD 
1804,C070,RL,54.0,9399,3,Bnk,3,Inside,2,Crawfor,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,MetalSd,Stucco,None,0.0,2,2,BrkTil,3,3,2,1,0.0,1,0.0,818.0,818.0,2,4,818,818,0,1636,0.0,0.0,1,1,4,1,3,7,4,Detchd,1,288.0,2,3,0,0,0,212,0,0,0,0,0,9,2006,WD 
1805,C020,RM,60.0,7200,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,1Story,4,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,576.0,576.0,4,4,864,0,0,864,0.0,0.0,1,0,2,1,2,7,0,Detchd,2,528.0,3,3,2,0,0,0,0,115,0,0,0,8,2006,COD
1806,C020,RL,78.0,10264,2,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,3,2,PConc,4,3,3,5,1162.0,1,0.0,426.0,1588.0,4,4,1588,0,0,1588,0.0,0.0,2,0,3,1,3,7,0,Attchd,2,472.0,3,3,2,158,29,0,0,0,0,0,0,8,2006,WD 
1807,C060,RL,69.0,13215,2,Lvl,3,Corner,2,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,112.0,3,2,PConc,4,3,1,6,994.0,1,0.0,426.0,1420.0,4,4,1426,488,0,1914,1.0,0.0,2,1,3,1,3,7,3,BuiltIn,2,746.0,3,3,2,168,127,0,0,0,0,0,0,2,2006,WD 
